Login 1,Family Name 1,Given Name 1,ORGU 1,Pub ID,Login 2,Family Name 2,Given Name 2,Cat,ORGU 2,Organisation
jc115823,Sinclair,Wade,2126,38690,X16290,McLellan,Christopher,external,,Bond University
jc115823,Sinclair,Wade,2126,38690,,Lovell,Dale,external,,University of the Sunshine Coast
jc115823,Sinclair,Wade H.,2126,39400,jc153691,Doma,Kenji,staff,2126,
jc115823,Sinclair,Wade H.,2126,39400,,Schumann,Moritz,external,,"University of Jyväskylä, FIN"
jc115823,Sinclair,Wade H.,2126,39400,jc121482,Leicht,Anthony S.,staff,2126,
jc115823,Sinclair,Wade H.,2126,39400,jc153932,Deakin,Glen B.,staff,2126,
jc115823,Sinclair,Wade H.,2126,39400,,Häkkinen,Keijo,external,,"University of Jyväskylä, FIN"
jc115823,Sinclair,W.H.,2126,42204,X16286,Fisher,R.N.,external,,Bond University
jc115823,Sinclair,W.H.,2126,42204,X16290,McLellan,C.P.,external,,Bond University
jc115823,Sinclair,Wade H.,2126,42288,jc168650,McGuckin,Teneale A.,staff,2126,
jc115823,Sinclair,Wade H.,2126,42288,sci-rmk,Sealey,Rebecca M.,staff,2126,
jc115823,Sinclair,Wade H.,2126,42288,jc239830,Bowman,Paul W.,staff,2126,
jc115823,Sinclair,Wade H.,2126,43013,jc229170,Pearce,Leesa A.,student,2126,
jc115823,Sinclair,Wade H.,2126,43013,jc335551,Woods,Carl T.,staff,2126,
jc115823,Sinclair,Wade H.,2126,43013,jc121482,Leicht,Anthony S.,staff,2126,
jc115823,Sinclair,Wade H.,2126,44132,jc153691,Doma,Kenji,staff,2126,
jc115823,Sinclair,Wade H.,2126,44132,jc222070,Hervert,Sarah R.,student,2126,
jc115823,Sinclair,Wade H.,2126,44132,jc121482,Leicht,Anthony S.,staff,2126,
jc115823,Sinclair,Wade,2126,46204,,Gaudion,Sarah L.,external,,James Cook University
jc115823,Sinclair,Wade,2126,46204,jc153691,Doma,Kenji,staff,2126,
jc115823,Sinclair,Wade,2126,46204,X17362,Banyard,Harry B.,external,,Edith Cowan University
jc115823,Sinclair,Wade,2126,46204,jc335551,Woods,Carl T.,staff,2126,
jc115870,Yates,Karen,0001,21855,jc211745,Kelly,Jenny,staff,2111,
jc115870,Yates,Karen,0001,21855,jc111119,Lindsay,David,staff,2124,
jc115870,Yates,Karen,0001,21855,nskju,Usher,Kim,staff,2124,
jc115870,Yates,Karen,2124,35347,jc138020,Mills,Jane,staff,2124,
jc115870,Yates,Karen,2124,35347,jc135325,Woods,Cindy,staff,2124,
jc115870,Yates,Karen,2124,35347,nskju,Usher,Kim,staff,2124,
jc115870,Yates,Karen,2124,35347,jc116295,McBride,John,staff,2131,
jc115870,Yates,Karen,2124,35347,art-dmg,Goodman,Donna,external,,Queensland Health
jc115870,Yates,Karen,2124,39481,jc270942,Birks,Melanie,staff,2124,
jc115870,Yates,Karen,2124,39481,jc135325,Woods,Cindy,staff,2124,
jc115870,Yates,Karen,2124,39481,jc146700,Hitchins,Marnie,staff,2124,
jc115870,Yates,Karen,2124,43484,,Hoffnung,Michele,external,,"Quinnipiac University, CT, USA"
jc115870,Yates,Karen,2124,43484,,Hoffnung,Robert,external,,"University of New Haven, CT, USA"
jc115870,Yates,Karen,2124,43484,,Seifert,Kelvin L.,external,,"The University of Manitoba, CAN"
jc115870,Yates,Karen,2124,43484,,Hine,Alison,external,,University of Western Sydney
jc115870,Yates,Karen,2124,43484,,Ward,Lynn,external,,University of South Australia
jc115870,Yates,Karen,2124,43484,,Pausé,Cat,external,,"Massey University, NZL"
jc115870,Yates,Karen,2124,43484,,Swabey,Karen,external,,University of Tasmania
jc115870,Yates,Karen,2124,43484,,Burton Smith,Rosanne,external,,University of Tasmania
jc115870,Yates,Karen,2124,44150,jc138020,Mills,Jane,external,,Royal Melbourne Institute of Technology
jc115870,Yates,Karen,2124,44150,jc212784,Harrison,Helena,staff,2124,
jc115870,Yates,Karen,2124,44150,jc135325,Woods,Cindy,staff,2124,
jc115870,Yates,Karen,2124,44150,jc145680,Chamberlain-Salaun,Jennifer,staff,2124,
jc115870,Yates,Karen,2124,44150,jc237401,Trueman,Scott,staff,2124,
jc115870,Yates,Karen,2124,44150,jc146700,Hitchins,Marnie,staff,2124,
jc115870,Yates,Karen,2124,44152,jc138020,Mills,Jane,staff,2124,
jc115870,Yates,Karen,2124,44152,,O'Shea,Andrea,external,,Cairns & Hinterland Hospital and Health Service
jc115870,Yates,Karen,2124,43884,jc139055,Edwards,Susan,staff,2112,
jc115870,Yates,Karen,2124,43884,jc270942,Birks,Melanie,staff,2124,
jc115870,Yates,Karen,2124,43884,jc273034,Chapman,Ysanne,staff,2124,
jc115870,Yates,Karen,2124,46027,jc138020,Mills,Jane,staff,2124,
jc115870,Yates,Karen,2124,46027,X07562,Chamberlain-Salaun,Jennifer,external,,Royal Melbourne Institute of Technology
jc115870,Yates,Karen,2124,46027,jc212784,Harrison,Helena,staff,2124,
jc115870,Yates,Karen,2124,46027,,O'Shea,Andrea,external,,Queensland Health
jc117087,Saunders,Vicki,2124,26460,puslh,Harrison,Simone,staff,2111,
jc117087,Saunders,Vicki,2124,26460,jc239476,Nikles,Jane,staff,2111,
jc117087,Saunders,Vicki L.,2111,29776,puslh,Harrison,Simone L.,staff,2111,
jc117087,Saunders,Vicki L.,2111,29776,jc114925,Devine,Susan G.,staff,2111,
jc117087,Saunders,Vicki L.,2111,29776,jc200838,Smith,Annika D.,staff,2112,
jc117087,Saunders,Vicki L.,2111,29776,pupb,Buettner,Petra G.,staff,2111,
jc117087,Saunders,Vicki L.,2111,29776,pumn,Nowak,Madeleine J.,staff,2111,
jc117087,Saunders,Vicki,2111,30147,puslh,Harrison,Simone,staff,2111,
jc117087,Saunders,Vicki,2111,30147,pumn,Nowak,Madeleine,staff,2111,
jc117087,Saunders,Vicki,2111,30147,jc114925,Devine,Susan,staff,2111,
jc117087,Saunders,Vicki,2111,30147,jc169510,Smith,Annika,staff,2111,
jc117087,Saunders,Vicki,2111,30147,pupb,Buttner,Petra,staff,2111,
jc117087,Saunders,Vicki-lea,2111,29922,pujke,Elston,Jacinta,staff,2111,
jc117087,Saunders,Vicki-lea,2111,29922,nsbah,Hayes,Barbara,staff,2124,
jc117087,Saunders,Vicki-lea,2111,29922,jc130554,Bainbridge,Roxanne,staff,2221,
jc117087,Saunders,Vicki-lea,2111,29922,jc184054,McCoy,Brian,external,0001,La Trobe University
jc117087,Saunders,Vicki,2124,39560,jc130554,Bainbridge,Roxanne,staff,1150,
jc117087,Saunders,Vicki,2124,39560,jc122216,Tsey,Komla,staff,1150,
jc117087,Saunders,Vicki,2124,39560,jc159341,McCalman,Janya,staff,1150,
jc117087,Saunders,Vicki,2124,39560,jc262373,Kinchin,Irina,staff,1150,
jc117087,Saunders,Vicki,2124,39560,jc130570,Watkin Lui,Felecia,staff,2010,
jc117087,Saunders,Vicki,2124,39560,jc133983,Cadet-James,Yvonne,staff,2010,
jc117087,Saunders,Vicki,2124,39560,X12452,Miller,Adrian,external,,Griffith University
jc117087,Saunders,Vicki,2124,39560,jc310774,Lawson,Kenny,staff,2111,
jc117087,Saunders,Vicki,2111,37675,nskju,Usher,Kim,external,,The University of New England
jc117087,Saunders,Vicki,2111,37675,jc122216,Tsey,Komla,staff,1150,
jc117087,Saunders,Vicki,2111,37675,jc130554,Bainbridge,Roxanne,staff,1150,
jc117087,Saunders,Vicki,2111,44450,,Sherwood,Juanita,external,,"University of Technology, Sydney"
jc117087,Saunders,Vicki,2111,44450,nskju,Usher,Kim,external,,The University of New England
jc117087,Saunders,Vicki,2124,46259,jc257826,Van Luyn,Ariella,staff,2224,
jc117087,Saunders,Vicki,2124,46259,swssg,Gair,Susan,staff,2223,
jc117545,Dillon,Denise,2125,22070,jc138309,Hoo,Jia Yi Felicia,student,2125,
jc117545,Dillon,Denise,2125,22071,,Ling,Jia En Dorcas,external,0001,James Cook University
jc117545,Dillon,Denise B.,2125,22069,jc203622,Chew,Kia Hong,student,2125,
jc117545,Dillon,Denise,2125,30581,jc203622,Chew,Kia Hong Peter,staff,9420,James Cook University
jc117545,Dillon,Denise,2125,30582,jc203622,Chew,Kia Hong Peter,staff,9420,James Cook University
jc117545,Dillon,Denise B.,9420,34812,jc203622,Chew,Peter K.H.,staff,9420,James Cook University
jc117545,Dillon,Denise B.,2125,31106,jc203622,Chew,Peter K.H.,student,2125,
jc117545,Dillon,Denise,9420,34521,jc134502,Wong,Chin Meng,staff,9420,
jc117545,Dillon,Denise B.,9420,34809,jc203622,Chew,Peter K.H.,staff,9420,
jc117545,Dillon,Denise B.,9420,34809,jc130289,Swinbourne,Anne,staff,2125,
jc117545,Dillon,Denise B.,9420,36256,jc203622,Chew,Peter K.H.,staff,9420,James Cook University
jc117545,Dillon,Denise B.,9420,38119,jc203622,Chew,Peter K.H.,staff,9420,
jc117545,Dillon,Denise,9420,44713,,Goh,Sin Er,external,,James Cook University
jc117545,Dillon,Denise,9420,44713,jc237364,Goh,Samantha Yi Wei,student,9420,
jc119976,Harvey,Nichole,2124,22604,jc134134,Holmes,Colin A.,staff,2124,
jc119976,Harvey,Nichole,2131,35376,jc202375,Forde,Allan,staff,2131,
jc119976,Harvey,Nichole,2131,35376,putsw,Woolley,Torres,staff,2131,
jc119976,Harvey,Nichole,2131,35376,jc230823,Rasalam,Roy,staff,2131,
jc119976,Harvey,Nicole,2124,42916,,Kozier,Barbara,external,,Not Specified
jc119976,Harvey,Nicole,2124,42916,X16179,Erb,Glenora Lea,external,,Not Specified
jc119976,Harvey,Nicole,2124,42916,,Berman,Audrey,external,,"Samuel Merritt College, USA"
jc119976,Harvey,Nicole,2124,42916,X16176,Snyder,Shirlee,external,,"Nevada State College, USA"
jc119976,Harvey,Nicole,2124,42916,X04560,Levett-Jones,Tracy,external,,The University of Newcastle
jc119976,Harvey,Nicole,2124,42916,,Dwyer,Trudy,external,,Central Queensland University
jc119976,Harvey,Nicole,2124,42916,,Hales,Majella,external,,Australian Catholic University
jc119976,Harvey,Nicole,2124,42916,X01807,Moxham,Lorna,external,,Central Queensland University
jc119976,Harvey,Nicole,2124,42916,bmh-tmp,Park,Tanya,staff,2124,
jc119976,Harvey,Nicole,2124,42916,,Parker,Barbara,external,,University of South Australia
jc119976,Harvey,Nicole,2124,42916,X11502,Reid-Searl,Kerry,external,,Central Queensland University
jc119976,Harvey,Nicole,2124,42916,,Stanley,David,external,,The University of Western Australia
jc119976,Harvey,Nichole,2124,42917,bmh-tmp,Park,Tanya,staff,2124,
jc119976,Harvey,Nichole,2124,42918,bmh-tmp,Park,Tanya,staff,2124,
jc119976,Harvey,Nichole,2124,42926,bmh-tmp,Park,Tanya,staff,2124,
jc121482,Leicht,Anthony S.,2126,19808,sci-rmk,Sealey,Rebecca M.,staff,2126,
jc121482,Leicht,Anthony S.,2126,19808,phkfn,Ness,Kevin,staff,2255,
jc121482,Leicht,Anthony S.,2126,20942,jc123346,Crowther,Robert G.,staff,2126,
jc121482,Leicht,Anthony S.,2126,20942,jc132432,Spinks,Warwick L.,staff,2126,
jc121482,Leicht,Anthony S.,2126,20942,X03938,Sangla,Kunwarjit,external,0001,Townsville General Hospital
jc121482,Leicht,Anthony S.,2126,20942,X00890,Quigley,Frank,external,0001,Townsville General Hospital
jc121482,Leicht,Anthony S.,2126,20942,jc138185,Golledge,Jonathan,staff,2131,
jc121482,Leicht,Anthony S.,2126,21863,jc156765,Young,Fiona L.S.,student,2126,
jc121482,Leicht,Anthony,2126,21864,X11594,Nakamura,Fabio,external,0001,"Universidade Estadual de Londrina, Brazil"
jc121482,Leicht,Anthony S.,2126,21865,jc169359,Edmonds,Rohan C.,student,2126,
jc121482,Leicht,Anthony S.,2126,21865,jc115823,Sinclair,Wade H.,staff,2126,
jc121482,Leicht,Anthony Scott,2126,22081,X10225,Boullosa,Daniel A.,external,0001,"Universidade Católica de Brasília, BRA"
jc121482,Leicht,Anthony Scott,2126,22081,X11594,Nakamura,Fábio Yuzo,external,0001,"Universidade Estadual de Londrina, Brasil"
jc121482,Leicht,Anthony Scott,2126,22081,X11559,Perandini,Luiz Augusto,external,0001,"Universidade Estadual de Londrina, Brasil"
jc121482,Leicht,Anthony Scott,2126,22082,X10225,Boullosa,Daniel Alexandre,external,0001,"Universidade Católica de Brasília, Brazil"
jc121482,Leicht,Anthony Scott,2126,22082,X11706,Abreu,Laurinda,external,0001,Not specified
jc121482,Leicht,Anthony Scott,2126,22082,X10258,Tuimil,José Luis,external,0001,"Universidade da Coruña, ESP"
jc121482,Leicht,Anthony S.,2126,22083,X10225,Boullosa,Daniel A.,external,0001,"Universidade Católica de Brasília, BRA"
jc121482,Leicht,Anthony S.,2126,22083,X11594,Nakamura,Fabio Y.,external,0001,"Universidade Estadual de Londrina, Brasil"
jc121482,Leicht,Anthony S.,2126,22083,X11706,Abreu,Laurinda,external,0001,"Lavadores, Spain"
jc121482,Leicht,Anthony S.,2126,22083,,Crespo-Sánchez,Rubén,external,0001,"Universidade de Vigo, Spain"
jc121482,Leicht,Anthony S.,2126,22083,,Domínguez,Eduardo,external,0001,"Universidade de Vigo, Spain"
jc121482,Leicht,Anthony S.,2126,22084,X10225,Boullosa,Daniel A.,external,0001,"Universidade Católica de Brasília, BRA"
jc121482,Leicht,Anthony S.,2126,22084,X11706,Abreu,Laurinda,external,0001,"Lavadores, Spain"
jc121482,Leicht,Anthony,2126,23479,X12382,Oliveira,Ricardo,external,0001,Universidade Estadual de Londrina
jc121482,Leicht,Anthony,2126,23479,X12383,Bishop,David,external,0001,Victoria University
jc121482,Leicht,Anthony,2126,23479,X12384,Barbero-Alvarez,Jose Carlos,external,0001,University of Granada
jc121482,Leicht,Anthony,2126,23479,X11594,Nakamura,Fabio,external,0001,Universidade Estuadual de Londrina
jc121482,Leicht,A.,2126,23653,jc151174,Quirk,F.,staff,2131,
jc121482,Leicht,A.,2126,23653,jc135390,Dickinson,C.,staff,2131,
jc121482,Leicht,A.,2126,23653,jc162366,Baune,B.,external,0001,University of Adelaide
jc121482,Leicht,A.,2126,23653,jc138185,Golledge,J.,staff,2131,
jc121482,Leicht,Anthony,2126,23886,sci-rmk,Sealey,Rebecca,staff,2126,
jc121482,Leicht,Anthony,2126,23886,jc114925,Devine,Sue,staff,2111,
jc121482,Leicht,A.,2126,23950,,Parker,L.,external,0001,Victoria University of Technology
jc121482,Leicht,A.,2126,23950,jc168650,McGuckin,T.,staff,2126,
jc121482,Leicht,A.,2126,23952,jc168650,McGuckin,T.,staff,2126,
jc121482,Leicht,Anthony S.,2126,22897,jc153691,Doma,Kenji,staff,2126,
jc121482,Leicht,Anthony S.,2126,22897,jc153932,Deakin,Glen B.,staff,2126,
jc121482,Leicht,Anthony S.,2126,22897,sci-rmk,Sealey,Rebecca M.,staff,2126,
jc121482,Leicht,Anthony,2126,33988,jc215854,Edwards,Andrew,staff,2126,
jc121482,Leicht,A.S.,2126,28296,X12382,Oliveira,R.S.,external,0001,"Universidade Estadual de Londrina, BRA"
jc121482,Leicht,A.S.,2126,28296,,Bishop,D.,external,0001,"Victoria University, VIC"
jc121482,Leicht,A.S.,2126,28296,X12384,Barbero-Alvarez,J.C.,external,0001,"Universidad de Granada, ESP"
jc121482,Leicht,A.S.,2126,28296,X11594,Nakamura,F.Y.,external,0001,"Universidade Estadual de Londrina, BRA"
jc121482,Leicht,Anthony S.,2126,29046,X10225,Boullosa,Daniel A.,external,0001,"Catholic University of Brasilia, Brazil"
jc121482,Leicht,Anthony S.,2126,29046,X11706,Abreu,Laurinda,external,0001,"Lavadores, Spain"
jc121482,Leicht,Anthony S.,2126,29046,X11594,Nakamura,Fabio Y.,external,0001,"Universidade Estadual de Londrina, BRA"
jc121482,Leicht,Anthony S.,2126,29046,,Munoz,Victor E.,external,0001,"University of Castilla-La-Mancha, Spain"
jc121482,Leicht,Anthony S.,2126,29046,,Dominguez,Eduardo,external,0001,"FC Spartak, Russia"
jc121482,Leicht,Anthony S.,2126,29047,,Tibana,Ramires A.,external,0001,"Universidade Católica de Brasília, BRA"
jc121482,Leicht,Anthony S.,2126,29047,X10225,Boullosa,Daniel A.,external,0001,Universidade Católica de Brasília
jc121482,Leicht,Anthony S.,2126,29047,,Prestes,Jonato,external,0001,Universidade Católica de Brasília
jc121482,Leicht,A.S.,2126,30516,jc169359,Edmonds,R.C.,student,2126,
jc121482,Leicht,A.S.,2126,30516,jc115823,Sinclair,W.H.,staff,2126,
jc121482,Leicht,Anthony Scott,2126,31069,sci-rmk,Sealey,Rebecca M.,staff,2126,
jc121482,Leicht,Anthony Scott,2126,31069,jc114925,Devine,Sue,staff,2111,
jc121482,Leicht,Anthony S.,2126,31070,X10225,Boullosa,Daniel A.,external,0001,"Universidade Católica de Brasília, BRA"
jc121482,Leicht,Anthony S.,2126,31070,X11706,Abreu,Laurinda,external,0001,"2Lavadores, Vigo, Spain"
jc121482,Leicht,Anthony S.,2126,31070,,Tonello,Lais,external,0001,"Universidade Católica de Brasília, BRA"
jc121482,Leicht,Anthony S.,2126,31070,,Hofmann,Peter,external,0001,"University of Graz, Austria"
jc121482,Leicht,A.S.,2126,31072,X13350,Carthy,E.R.,external,0001,University of the Sunshine Coast
jc121482,Leicht,A.S.,2126,31072,,White,L.,external,0001,University of the Sunshine Coast
jc121482,Leicht,A.S.,2126,31072,X13341,Russell,F.D.,external,0001,University of the Sunshine Coast
jc121482,Leicht,A.S.,2126,31072,X13344,Holmes,M.A.,external,0001,University of the Sunshine Coast
jc121482,Leicht,A.S.,2126,31072,X13338,Brooks,P.R.,external,0001,University of the Sunshine Coast
jc121482,Leicht,A.S.,2126,31072,,Hitchen-Holmes,D.,external,0001,University of the Sunshine Coast
jc121482,Leicht,A.S.,2126,31072,X01615,Askew,C.D.,external,0001,University of the Sunshine Coast
jc121482,Leicht,Anthony S.,2126,33172,X13090,Okuno,Nilo M.,external,0001,"Universidade Estadual de Londrina, BRA"
jc121482,Leicht,Anthony S.,2126,33172,,Pedro,Rafael E.,external,0001,"Universidade Estadual de Londrina, BRA"
jc121482,Leicht,Anthony S.,2126,33172,X13081,Ramos,Solange de Paula,external,0001,"Universidade Estadual de Londrina, BRA"
jc121482,Leicht,Anthony S.,2126,33172,X11594,Nakamura,Fábio Y.,external,0001,"Universidade Estadual de Londrina, BRA"
jc121482,Leicht,Anthony S.,2126,35193,jc212749,Parker,Lewan,external,,Victoria University (Melbourne)
jc121482,Leicht,Anthony S.,2126,35193,jc168650,McGuckin,Teneale A.,staff,2126,
jc121482,Leicht,A.S.,2126,35195,X10225,Boullosa,D.A.,external,,"Universidade Católica de Brasília, BRA"
jc121482,Leicht,A.S.,2126,35195,,Barros,E.S.,external,,"Universidade Católica de Brasília, BRA"
jc121482,Leicht,A.S.,2126,35195,,del Rosso,S.,external,,"Grupo Sobre Entrenamiento, Argentina"
jc121482,Leicht,A.S.,2126,35195,X11594,Nakamura,F.Y.,external,,"Universidade Estadual de Londrina, BRA"
jc121482,Leicht,Anthony,2126,35192,,Powers,Scott K.,external,,"University of Florida, USA"
jc121482,Leicht,Anthony,2126,35192,,Howley,Edward T.,external,,"University of Tennessee - Knoxville, USA"
jc121482,Leicht,Anthony,2126,35192,,Cotter,Jim,external,,"University of Otago, NZL"
jc121482,Leicht,Anthony,2126,35192,,de Jonge,Xanne Janse,external,,The University of Newcastle
jc121482,Leicht,Anthony,2126,35192,,Mündel,Toby,external,,"Massey University, NZL"
jc121482,Leicht,Anthony,2126,35192,,Pumpa,Kate,external,,University of Canberra
jc121482,Leicht,Anthony,2126,35192,,Rattray,Ben,external,,University of Canberra
jc121482,Leicht,Anthony S.,2126,35196,X01615,Askew,Christopher D.,external,,University of the Sunshine Coast
jc121482,Leicht,Anthony S.,2126,35196,X14243,Parmenter,Belinda,external,,The University of New South Wales
jc121482,Leicht,Anthony S.,2126,35196,X01614,Walker,Phillip J.,external,,The University of Queensland
jc121482,Leicht,Anthony S.,2126,35196,jc138185,Golledge,Jonathan,staff,2131,
jc121482,Leicht,Anthony S.,2126,35197,X05621,Girman,Catherine D.,external,,"Health and Exercise Sciences, Gettysburg College, Gettysburg, PA 17325, USA"
jc121482,Leicht,Anthony S.,2126,35197,psjel,Lukins,Joann E.,staff,2126,
jc121482,Leicht,Anthony S.,2126,35197,jc130289,Swinbourne,Anne L.,staff,2125,
jc121482,Leicht,Anthony S.,2126,35198,X13350,Carthy,Elliott R.,external,,University of the Sunshine Coast
jc121482,Leicht,Anthony S.,2126,35198,X13339,White,Leigh,external,,University of the Sunshine Coast
jc121482,Leicht,Anthony S.,2126,35198,X13341,Russell,Fraser D.,external,,University of the Sunshine Coast
jc121482,Leicht,Anthony S.,2126,35198,X13344,Holmes,Mark,external,,University of the Sunshine Coast
jc121482,Leicht,Anthony S.,2126,35198,X13338,Brooks,Peter R.,external,,University of the Sunshine Coast
jc121482,Leicht,Anthony S.,2126,35198,X13345,Hitchen-Holmes,Deborah,external,,University of the Sunshine Coast
jc121482,Leicht,Anthony S.,2126,35198,X01615,Askew,Christopher D.,external,,University of the Sunshine Coast
jc121482,Leicht,Anthony S.,2126,35194,,Tonello,Laís,external,,"Universidade Católica de Brasília, BRA"
jc121482,Leicht,Anthony S.,2126,35194,,Rodrigues,Fabío B.,external,,"Universidade Católica de Brasília, BRA"
jc121482,Leicht,Anthony S.,2126,35194,X13359,Souza,Jeniffer W.S.,external,,"Universidade Católica de Brasília, BRA"
jc121482,Leicht,Anthony S.,2126,35194,,Campbell,Carmen S.G.,external,,"Universidade Católica de Brasília, BRA"
jc121482,Leicht,Anthony S.,2126,35194,X10225,Boullosa,Daniel A.,external,,"Universidade Católica de Brasília, BRA"
jc121482,Leicht,Anthony S.,2126,36166,X14169,Soares-Caldeira,Lúcio F.,external,,"Universidade Estadual de Londrina, BRA"
jc121482,Leicht,Anthony S.,2126,36166,X15494,de Souza,Eberton A.,external,,"Integrado College, Brazil"
jc121482,Leicht,Anthony S.,2126,36166,X15506,de Freitas,Victor H.,external,,"Universidade Estadual de Londrina, BRA"
jc121482,Leicht,Anthony S.,2126,36166,,de Moraes,Solange M.F.,external,,"Maringa State University UEM, Brazil"
jc121482,Leicht,Anthony S.,2126,36166,X11594,Nakamura,Fábio,external,,"Universidade Estadual de Londrina, BRA"
jc121482,Leicht,Anthony S.,2126,37405,X14755,Edmonds,Rohan C.,external,,University of the Sunshine Coast
jc121482,Leicht,Anthony S.,2126,37405,,McKean,Mark,external,,University of the Sunshine Coast
jc121482,Leicht,Anthony S.,2126,37405,,Burkett,Brendan,external,,University of the Sunshine Coast
jc121482,Leicht,Anthony S.,2126,37404,X14243,Parmenter,Belinda J.,external,,The University of New South Wales
jc121482,Leicht,Anthony S.,2126,37406,X10225,Boullosa,Daniel A.,external,,"Universidade Católica de Brasília, BRA"
jc121482,Leicht,Anthony S.,2126,37406,X14707,Hautala,Arto J.,external,,"Verve Research, FINLAND"
jc121482,Leicht,A.,2126,39978,jc168650,McGuckin,T.,staff,2126,
jc121482,Leicht,A.,2126,39978,sci-rmk,Sealey,R.,staff,2126,
jc121482,Leicht,A.,2126,39978,jc132758,Barnett,F.,staff,2126,
jc121482,Leicht,Anthony,2126,39042,X05236,Crowther,Robert,external,,University of Southern Queensland
jc121482,Leicht,Anthony,2126,39042,jc138185,Golledge,Jonathan,staff,2131,
jc121482,Leicht,Anthony S.,2126,39044,,Stanley,Jamie,external,,The University of Queensland
jc121482,Leicht,Anthony S.,2126,39044,jc211237,Halliday,Aaron,student,2126,
jc121482,Leicht,Anthony S.,2126,39044,,D'Auria,Shaun,external,,Queensland Academy of Sport
jc121482,Leicht,Anthony S.,2126,39044,,Buchheit,Martin,external,,"Myorobie Association, France"
